,type,id,attributes.accession,attributes.analysis-status,attributes.experiment-type,attributes.analysis-summary,attributes.pipeline-version,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
131,analysis-jobs,MGYA00099368,MGYA00099368,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '94940'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '94051'}, {'key': 'Nucleotide sequences after length filtering', 'value': '91412'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '91412'}, {'key': 'Reads with predicted CDS', 'value': '26775'}, {'key': 'Reads with predicted RNA', 'value': '231'}, {'key': 'Reads with InterProScan match', 'value': '15'}, {'key': 'Predicted CDS', 'value': '27186'}, {'key': 'Predicted CDS with InterProScan match', 'value': '15'}, {'key': 'Total InterProScan matches', 'value': '27'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014279,samples,ERR1189707,runs,MGYS00001499,studies
132,analysis-jobs,MGYA00099369,MGYA00099369,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '202176'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '200264'}, {'key': 'Nucleotide sequences after length filtering', 'value': '193617'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '193617'}, {'key': 'Reads with predicted CDS', 'value': '53589'}, {'key': 'Reads with predicted RNA', 'value': '584'}, {'key': 'Reads with InterProScan match', 'value': '60'}, {'key': 'Predicted CDS', 'value': '53905'}, {'key': 'Predicted CDS with InterProScan match', 'value': '61'}, {'key': 'Total InterProScan matches', 'value': '121'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014355,samples,ERR1189783,runs,MGYS00001499,studies
133,analysis-jobs,MGYA00099370,MGYA00099370,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '147413'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '145846'}, {'key': 'Nucleotide sequences after length filtering', 'value': '141012'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '141012'}, {'key': 'Reads with predicted CDS', 'value': '41538'}, {'key': 'Reads with predicted RNA', 'value': '477'}, {'key': 'Reads with InterProScan match', 'value': '28'}, {'key': 'Predicted CDS', 'value': '41806'}, {'key': 'Predicted CDS with InterProScan match', 'value': '29'}, {'key': 'Total InterProScan matches', 'value': '64'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014288,samples,ERR1189716,runs,MGYS00001499,studies
134,analysis-jobs,MGYA00099371,MGYA00099371,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '115152'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '113062'}, {'key': 'Nucleotide sequences after length filtering', 'value': '109366'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '109366'}, {'key': 'Reads with predicted CDS', 'value': '32839'}, {'key': 'Reads with predicted RNA', 'value': '295'}, {'key': 'Reads with InterProScan match', 'value': '18'}, {'key': 'Predicted CDS', 'value': '33074'}, {'key': 'Predicted CDS with InterProScan match', 'value': '18'}, {'key': 'Total InterProScan matches', 'value': '33'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014272,samples,ERR1189700,runs,MGYS00001499,studies
135,analysis-jobs,MGYA00099372,MGYA00099372,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '16'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '16'}, {'key': 'Nucleotide sequences after length filtering', 'value': '12'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '12'}, {'key': 'Reads with predicted CDS', 'value': '7'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '7'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014305,samples,ERR1189733,runs,MGYS00001499,studies
136,analysis-jobs,MGYA00099373,MGYA00099373,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '123131'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '120936'}, {'key': 'Nucleotide sequences after length filtering', 'value': '116572'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '116572'}, {'key': 'Reads with predicted CDS', 'value': '32941'}, {'key': 'Reads with predicted RNA', 'value': '335'}, {'key': 'Reads with InterProScan match', 'value': '12'}, {'key': 'Predicted CDS', 'value': '33079'}, {'key': 'Predicted CDS with InterProScan match', 'value': '12'}, {'key': 'Total InterProScan matches', 'value': '42'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014268,samples,ERR1189696,runs,MGYS00001499,studies
137,analysis-jobs,MGYA00099374,MGYA00099374,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '21'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '21'}, {'key': 'Nucleotide sequences after length filtering', 'value': '4'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '4'}, {'key': 'Reads with predicted CDS', 'value': '3'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '3'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '1'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015549,samples,ERR1190118,runs,MGYS00001499,studies
138,analysis-jobs,MGYA00099375,MGYA00099375,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '51339'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '50689'}, {'key': 'Nucleotide sequences after length filtering', 'value': '48797'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '48797'}, {'key': 'Reads with predicted CDS', 'value': '14451'}, {'key': 'Reads with predicted RNA', 'value': '192'}, {'key': 'Reads with InterProScan match', 'value': '4'}, {'key': 'Predicted CDS', 'value': '14484'}, {'key': 'Predicted CDS with InterProScan match', 'value': '4'}, {'key': 'Total InterProScan matches', 'value': '8'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014326,samples,ERR1189754,runs,MGYS00001499,studies
139,analysis-jobs,MGYA00099376,MGYA00099376,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '164986'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '162928'}, {'key': 'Nucleotide sequences after length filtering', 'value': '157738'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '157738'}, {'key': 'Reads with predicted CDS', 'value': '45203'}, {'key': 'Reads with predicted RNA', 'value': '477'}, {'key': 'Reads with InterProScan match', 'value': '13'}, {'key': 'Predicted CDS', 'value': '45397'}, {'key': 'Predicted CDS with InterProScan match', 'value': '13'}, {'key': 'Total InterProScan matches', 'value': '30'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014327,samples,ERR1189755,runs,MGYS00001499,studies
140,analysis-jobs,MGYA00099377,MGYA00099377,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '157176'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '154640'}, {'key': 'Nucleotide sequences after length filtering', 'value': '149795'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '149795'}, {'key': 'Reads with predicted CDS', 'value': '48282'}, {'key': 'Reads with predicted RNA', 'value': '509'}, {'key': 'Reads with InterProScan match', 'value': '40'}, {'key': 'Predicted CDS', 'value': '48559'}, {'key': 'Predicted CDS with InterProScan match', 'value': '41'}, {'key': 'Total InterProScan matches', 'value': '87'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014346,samples,ERR1189774,runs,MGYS00001499,studies
141,analysis-jobs,MGYA00099378,MGYA00099378,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '303'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '255'}, {'key': 'Nucleotide sequences after length filtering', 'value': '177'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '177'}, {'key': 'Reads with predicted CDS', 'value': '34'}, {'key': 'Reads with predicted RNA', 'value': '1'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '34'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '4'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015546,samples,ERR1190115,runs,MGYS00001499,studies
142,analysis-jobs,MGYA00099379,MGYA00099379,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '131201'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '129652'}, {'key': 'Nucleotide sequences after length filtering', 'value': '126013'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '126013'}, {'key': 'Reads with predicted CDS', 'value': '38077'}, {'key': 'Reads with predicted RNA', 'value': '356'}, {'key': 'Reads with InterProScan match', 'value': '16'}, {'key': 'Predicted CDS', 'value': '38334'}, {'key': 'Predicted CDS with InterProScan match', 'value': '16'}, {'key': 'Total InterProScan matches', 'value': '31'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014320,samples,ERR1189748,runs,MGYS00001499,studies
143,analysis-jobs,MGYA00099380,MGYA00099380,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1405'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1168'}, {'key': 'Nucleotide sequences after length filtering', 'value': '831'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '831'}, {'key': 'Reads with predicted CDS', 'value': '92'}, {'key': 'Reads with predicted RNA', 'value': '32'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '93'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '3'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015537,samples,ERR1190106,runs,MGYS00001499,studies
144,analysis-jobs,MGYA00099381,MGYA00099381,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '58'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '46'}, {'key': 'Nucleotide sequences after length filtering', 'value': '38'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '38'}, {'key': 'Reads with predicted CDS', 'value': '8'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '8'}, {'key': 'Predicted CDS with InterProScan match', 'value': '3'}, {'key': 'Total InterProScan matches', 'value': '3'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014299,samples,ERR1189727,runs,MGYS00001499,studies
145,analysis-jobs,MGYA00099382,MGYA00099382,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '313'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '298'}, {'key': 'Nucleotide sequences after length filtering', 'value': '55'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '55'}, {'key': 'Reads with predicted CDS', 'value': '13'}, {'key': 'Reads with predicted RNA', 'value': '1'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '13'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015531,samples,ERR1190100,runs,MGYS00001499,studies
146,analysis-jobs,MGYA00099383,MGYA00099383,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '174515'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '172360'}, {'key': 'Nucleotide sequences after length filtering', 'value': '167233'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '167233'}, {'key': 'Reads with predicted CDS', 'value': '48365'}, {'key': 'Reads with predicted RNA', 'value': '462'}, {'key': 'Reads with InterProScan match', 'value': '70'}, {'key': 'Predicted CDS', 'value': '48662'}, {'key': 'Predicted CDS with InterProScan match', 'value': '71'}, {'key': 'Total InterProScan matches', 'value': '139'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014351,samples,ERR1189779,runs,MGYS00001499,studies
147,analysis-jobs,MGYA00099384,MGYA00099384,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '126012'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '124261'}, {'key': 'Nucleotide sequences after length filtering', 'value': '119787'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '119787'}, {'key': 'Reads with predicted CDS', 'value': '35668'}, {'key': 'Reads with predicted RNA', 'value': '367'}, {'key': 'Reads with InterProScan match', 'value': '85'}, {'key': 'Predicted CDS', 'value': '35822'}, {'key': 'Predicted CDS with InterProScan match', 'value': '85'}, {'key': 'Total InterProScan matches', 'value': '179'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014324,samples,ERR1189752,runs,MGYS00001499,studies
148,analysis-jobs,MGYA00099385,MGYA00099385,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '157621'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '155876'}, {'key': 'Nucleotide sequences after length filtering', 'value': '151494'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '151494'}, {'key': 'Reads with predicted CDS', 'value': '43727'}, {'key': 'Reads with predicted RNA', 'value': '449'}, {'key': 'Reads with InterProScan match', 'value': '22'}, {'key': 'Predicted CDS', 'value': '43984'}, {'key': 'Predicted CDS with InterProScan match', 'value': '22'}, {'key': 'Total InterProScan matches', 'value': '28'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014313,samples,ERR1189741,runs,MGYS00001499,studies
149,analysis-jobs,MGYA00099386,MGYA00099386,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '223100'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '220811'}, {'key': 'Nucleotide sequences after length filtering', 'value': '213490'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '213490'}, {'key': 'Reads with predicted CDS', 'value': '63732'}, {'key': 'Reads with predicted RNA', 'value': '745'}, {'key': 'Reads with InterProScan match', 'value': '41'}, {'key': 'Predicted CDS', 'value': '64016'}, {'key': 'Predicted CDS with InterProScan match', 'value': '41'}, {'key': 'Total InterProScan matches', 'value': '72'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014319,samples,ERR1189747,runs,MGYS00001499,studies
150,analysis-jobs,MGYA00099387,MGYA00099387,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '95831'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '94134'}, {'key': 'Nucleotide sequences after length filtering', 'value': '91084'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '91084'}, {'key': 'Reads with predicted CDS', 'value': '27892'}, {'key': 'Reads with predicted RNA', 'value': '270'}, {'key': 'Reads with InterProScan match', 'value': '17'}, {'key': 'Predicted CDS', 'value': '28124'}, {'key': 'Predicted CDS with InterProScan match', 'value': '17'}, {'key': 'Total InterProScan matches', 'value': '27'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014312,samples,ERR1189740,runs,MGYS00001499,studies
151,analysis-jobs,MGYA00099388,MGYA00099388,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '78348'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '77645'}, {'key': 'Nucleotide sequences after length filtering', 'value': '75438'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '75438'}, {'key': 'Reads with predicted CDS', 'value': '22236'}, {'key': 'Reads with predicted RNA', 'value': '223'}, {'key': 'Reads with InterProScan match', 'value': '10'}, {'key': 'Predicted CDS', 'value': '22316'}, {'key': 'Predicted CDS with InterProScan match', 'value': '10'}, {'key': 'Total InterProScan matches', 'value': '19'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014269,samples,ERR1189697,runs,MGYS00001499,studies
152,analysis-jobs,MGYA00099389,MGYA00099389,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '209257'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '207159'}, {'key': 'Nucleotide sequences after length filtering', 'value': '200889'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '200889'}, {'key': 'Reads with predicted CDS', 'value': '57607'}, {'key': 'Reads with predicted RNA', 'value': '659'}, {'key': 'Reads with InterProScan match', 'value': '7'}, {'key': 'Predicted CDS', 'value': '57860'}, {'key': 'Predicted CDS with InterProScan match', 'value': '7'}, {'key': 'Total InterProScan matches', 'value': '10'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014315,samples,ERR1189743,runs,MGYS00001499,studies
153,analysis-jobs,MGYA00099390,MGYA00099390,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '137086'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '135468'}, {'key': 'Nucleotide sequences after length filtering', 'value': '131036'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '131036'}, {'key': 'Reads with predicted CDS', 'value': '40177'}, {'key': 'Reads with predicted RNA', 'value': '460'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '40328'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014307,samples,ERR1189735,runs,MGYS00001499,studies
154,analysis-jobs,MGYA00099391,MGYA00099391,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '123655'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '122267'}, {'key': 'Nucleotide sequences after length filtering', 'value': '118588'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '118588'}, {'key': 'Reads with predicted CDS', 'value': '36054'}, {'key': 'Reads with predicted RNA', 'value': '371'}, {'key': 'Reads with InterProScan match', 'value': '41'}, {'key': 'Predicted CDS', 'value': '36354'}, {'key': 'Predicted CDS with InterProScan match', 'value': '41'}, {'key': 'Total InterProScan matches', 'value': '82'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014349,samples,ERR1189777,runs,MGYS00001499,studies
155,analysis-jobs,MGYA00099392,MGYA00099392,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1131'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '981'}, {'key': 'Nucleotide sequences after length filtering', 'value': '774'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '774'}, {'key': 'Reads with predicted CDS', 'value': '136'}, {'key': 'Reads with predicted RNA', 'value': '19'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '136'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014293,samples,ERR1189721,runs,MGYS00001499,studies
156,analysis-jobs,MGYA00099393,MGYA00099393,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '969'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '843'}, {'key': 'Nucleotide sequences after length filtering', 'value': '636'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '636'}, {'key': 'Reads with predicted CDS', 'value': '93'}, {'key': 'Reads with predicted RNA', 'value': '22'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '95'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015532,samples,ERR1190101,runs,MGYS00001499,studies
157,analysis-jobs,MGYA00099394,MGYA00099394,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '2087'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1725'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1281'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1281'}, {'key': 'Reads with predicted CDS', 'value': '161'}, {'key': 'Reads with predicted RNA', 'value': '102'}, {'key': 'Reads with InterProScan match', 'value': '5'}, {'key': 'Predicted CDS', 'value': '161'}, {'key': 'Predicted CDS with InterProScan match', 'value': '5'}, {'key': 'Total InterProScan matches', 'value': '5'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015541,samples,ERR1190110,runs,MGYS00001499,studies
158,analysis-jobs,MGYA00099395,MGYA00099395,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '179044'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '175733'}, {'key': 'Nucleotide sequences after length filtering', 'value': '169457'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '169457'}, {'key': 'Reads with predicted CDS', 'value': '52445'}, {'key': 'Reads with predicted RNA', 'value': '527'}, {'key': 'Reads with InterProScan match', 'value': '7'}, {'key': 'Predicted CDS', 'value': '52663'}, {'key': 'Predicted CDS with InterProScan match', 'value': '7'}, {'key': 'Total InterProScan matches', 'value': '15'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014290,samples,ERR1189718,runs,MGYS00001499,studies
159,analysis-jobs,MGYA00099396,MGYA00099396,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '129367'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '127469'}, {'key': 'Nucleotide sequences after length filtering', 'value': '123235'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '123235'}, {'key': 'Reads with predicted CDS', 'value': '37471'}, {'key': 'Reads with predicted RNA', 'value': '360'}, {'key': 'Reads with InterProScan match', 'value': '16'}, {'key': 'Predicted CDS', 'value': '37636'}, {'key': 'Predicted CDS with InterProScan match', 'value': '16'}, {'key': 'Total InterProScan matches', 'value': '49'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014292,samples,ERR1189720,runs,MGYS00001499,studies
160,analysis-jobs,MGYA00099397,MGYA00099397,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '185984'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '184224'}, {'key': 'Nucleotide sequences after length filtering', 'value': '178831'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '178831'}, {'key': 'Reads with predicted CDS', 'value': '59013'}, {'key': 'Reads with predicted RNA', 'value': '565'}, {'key': 'Reads with InterProScan match', 'value': '11'}, {'key': 'Predicted CDS', 'value': '59370'}, {'key': 'Predicted CDS with InterProScan match', 'value': '11'}, {'key': 'Total InterProScan matches', 'value': '23'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014310,samples,ERR1189738,runs,MGYS00001499,studies
161,analysis-jobs,MGYA00099398,MGYA00099398,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1437'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1159'}, {'key': 'Nucleotide sequences after length filtering', 'value': '851'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '851'}, {'key': 'Reads with predicted CDS', 'value': '96'}, {'key': 'Reads with predicted RNA', 'value': '20'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '96'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '4'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015539,samples,ERR1190108,runs,MGYS00001499,studies
162,analysis-jobs,MGYA00099399,MGYA00099399,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '127679'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '125690'}, {'key': 'Nucleotide sequences after length filtering', 'value': '121718'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '121718'}, {'key': 'Reads with predicted CDS', 'value': '34528'}, {'key': 'Reads with predicted RNA', 'value': '302'}, {'key': 'Reads with InterProScan match', 'value': '40'}, {'key': 'Predicted CDS', 'value': '34901'}, {'key': 'Predicted CDS with InterProScan match', 'value': '40'}, {'key': 'Total InterProScan matches', 'value': '77'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014302,samples,ERR1189730,runs,MGYS00001499,studies
163,analysis-jobs,MGYA00099400,MGYA00099400,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '4'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '4'}, {'key': 'Nucleotide sequences after length filtering', 'value': '3'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '3'}, {'key': 'Reads with predicted CDS', 'value': '1'}, {'key': 'Reads with predicted RNA', 'value': '1'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '1'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014265,samples,ERR1189693,runs,MGYS00001499,studies
164,analysis-jobs,MGYA00099401,MGYA00099401,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '112114'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '110186'}, {'key': 'Nucleotide sequences after length filtering', 'value': '106747'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '106747'}, {'key': 'Reads with predicted CDS', 'value': '33581'}, {'key': 'Reads with predicted RNA', 'value': '322'}, {'key': 'Reads with InterProScan match', 'value': '152'}, {'key': 'Predicted CDS', 'value': '33747'}, {'key': 'Predicted CDS with InterProScan match', 'value': '152'}, {'key': 'Total InterProScan matches', 'value': '351'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014333,samples,ERR1189761,runs,MGYS00001499,studies
165,analysis-jobs,MGYA00099402,MGYA00099402,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '146077'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '144457'}, {'key': 'Nucleotide sequences after length filtering', 'value': '139733'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '139733'}, {'key': 'Reads with predicted CDS', 'value': '46524'}, {'key': 'Reads with predicted RNA', 'value': '435'}, {'key': 'Reads with InterProScan match', 'value': '214'}, {'key': 'Predicted CDS', 'value': '46848'}, {'key': 'Predicted CDS with InterProScan match', 'value': '214'}, {'key': 'Total InterProScan matches', 'value': '442'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014339,samples,ERR1189767,runs,MGYS00001499,studies
